Year,period,Total Children in Care,Psychiatric RTC,Relative foster home,Supervised Independent Living,Long Term FC Non Relative,Long Term FC Relative,Interim,Boys School,State Hospital,Girls School,Hospital,Total Family-like setting,Therapeutic FC Non Relative,Specialized FC Relative,Jail,Pre-adoptive home,Crisis Center,Detention,district,Therapeutic FC Relative,Trial Home Visit,Runaway,Total Group Care,Non-relative foster home,Residential Treatment,Group Home,Specialized FC Non Relative,Unknown
2012,Jan 2012,19,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,1,0,1,0,15,3,13,0,0,0
2012,Feb 2012,21,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,18,3,17,0,0,0
2012,Mar 2012,27,1,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,1,0,0,0,22,4,19,0,0,0
2012,Apr 2012,30,2,1,0,0,0,0,0,0,2,0,6,0,0,0,0,0,2,1,0,0,0,24,5,18,0,0,0
2012,May 2012,33,2,1,0,0,0,0,1,0,2,0,6,0,0,0,0,0,2,1,0,0,0,27,5,20,0,0,0
2012,Jun 2012,36,3,1,0,0,0,0,3,0,2,0,7,0,0,0,0,1,2,1,0,0,0,29,6,18,0,0,0
2012,Jul 2012,38,4,1,0,0,0,0,4,0,2,0,6,0,0,0,0,0,3,1,0,0,0,32,5,19,0,0,0
2012,Aug 2012,41,8,1,0,0,0,0,6,0,2,0,6,0,0,0,0,0,1,1,0,0,0,35,5,18,0,0,0
2012,Sep 2012,43,8,1,0,0,0,0,6,0,2,0,6,0,0,0,0,0,3,1,0,0,0,37,5,18,0,0,0
2012,Oct 2012,46,10,0,0,0,0,0,6,0,2,0,5,0,0,0,0,0,2,1,0,0,0,41,5,21,0,0,0
2012,Nov 2012,55,12,0,0,0,0,0,6,0,2,0,7,0,0,0,0,0,5,1,0,0,0,48,7,23,0,0,0
2012,Dec 2012,60,11,0,0,0,0,0,7,0,2,0,6,0,0,0,0,2,7,1,0,0,0,54,6,25,0,0,0
2013,Jan 2013,57,11,0,0,0,0,0,9,0,1,0,7,0,0,0,0,0,5,1,0,0,0,50,7,23,1,0,0
2013,Feb 2013,56,11,1,0,0,0,0,7,0,1,0,8,0,0,0,0,0,7,1,0,0,0,48,7,22,0,0,0
2013,Mar 2013,60,7,0,0,0,0,0,7,0,3,0,11,0,0,0,0,0,8,1,0,1,0,49,10,23,1,0,0
2013,Apr 2013,62,6,0,0,0,0,0,7,0,5,0,9,0,0,0,0,0,10,1,0,1,0,53,8,24,1,0,0
2013,May 2013,70,5,0,0,0,0,0,13,0,5,0,10,0,0,0,0,0,8,1,0,2,1,59,8,27,1,0,0
2013,Jun 2013,76,6,0,0,0,0,0,13,0,5,0,10,0,0,0,0,0,9,1,0,1,0,66,9,32,1,0,0
2013,Jul 2013,80,8,0,0,0,0,0,15,0,5,0,10,0,0,0,0,0,8,1,0,3,0,70,7,33,1,0,0
2013,Aug 2013,70,7,0,0,0,0,0,12,0,4,0,9,0,0,0,0,1,5,1,0,1,0,61,8,31,1,0,0
2013,Sep 2013,61,7,0,0,0,0,0,14,0,4,0,5,0,0,0,0,1,1,1,0,0,0,56,5,28,1,0,0
2013,Oct 2013,60,8,0,0,0,0,0,11,0,2,0,7,0,0,0,0,0,5,1,0,1,0,53,6,26,1,0,0
2013,Nov 2013,59,6,0,0,0,0,0,12,0,2,0,7,0,0,0,0,0,8,1,0,0,0,52,7,24,0,0,0
2013,Dec 2013,56,6,0,0,0,0,0,10,0,1,0,5,0,0,0,0,1,8,1,0,0,0,51,5,25,0,0,0
2014,Jan 2014,56,5,0,0,0,0,0,9,0,2,1,7,0,0,0,0,1,9,1,0,1,0,49,6,22,0,0,0
2014,Feb 2014,61,6,0,0,0,0,0,11,0,2,1,6,0,0,0,0,0,9,1,0,1,1,54,5,24,1,0,0
2014,Mar 2014,64,6,0,1,0,0,0,10,0,3,1,8,0,0,0,0,0,11,1,0,1,2,54,6,21,2,0,0
2014,Apr 2014,65,6,0,1,0,0,0,12,0,4,1,10,0,0,0,0,0,8,1,0,1,1,54,8,22,1,0,0
2014,May 2014,58,6,0,1,0,0,0,9,0,5,1,10,0,0,0,0,0,3,1,0,0,0,48,9,23,1,0,0
2014,Jun 2014,55,6,0,0,0,0,0,9,0,6,0,8,0,0,0,0,0,6,1,0,1,0,47,7,19,1,0,0
2014,Jul 2014,53,6,0,0,0,0,0,7,0,6,0,5,0,0,0,0,0,8,1,0,0,2,46,5,18,1,0,0
2014,Aug 2014,50,4,0,0,0,0,0,8,0,6,0,5,0,0,0,0,1,5,1,0,1,3,42,4,17,1,0,0
2014,Sep 2014,55,3,1,0,0,0,0,9,0,6,0,6,0,0,0,0,0,11,1,0,1,2,47,4,17,1,0,0
2014,Oct 2014,56,4,1,0,0,0,0,7,0,6,0,5,0,0,0,0,1,9,1,0,1,2,49,3,21,1,0,0
2014,Nov 2014,58,5,0,0,0,0,0,7,0,7,0,3,0,0,0,0,0,11,1,0,1,2,53,2,22,1,0,0
2014,Dec 2014,59,3,0,0,0,0,0,7,0,6,0,5,0,0,0,0,0,13,1,0,2,2,52,3,23,0,0,0
2015,Jan 2015,57,2,0,0,0,0,0,6,0,5,0,5,0,0,0,0,1,19,1,0,1,1,51,4,18,0,0,0
2015,Feb 2015,61,5,0,0,0,0,0,9,0,6,0,4,0,0,0,0,3,10,1,0,0,1,56,4,23,0,0,0
2015,Mar 2015,63,5,0,0,0,0,0,10,0,5,0,4,0,0,0,0,2,13,1,0,0,0,59,4,24,0,0,0
2015,Apr 2015,62,5,0,0,0,0,0,8,0,5,0,4,0,0,0,0,2,11,1,0,0,0,58,4,27,0,0,0
2015,May 2015,59,4,1,0,0,0,0,9,0,5,0,5,0,0,0,0,0,11,1,0,0,0,54,4,25,0,0,0
2015,Jun 2015,54,3,1,0,0,0,0,11,0,5,0,6,0,0,0,0,0,8,1,0,0,0,48,5,21,0,0,0
2015,Jul 2015,62,6,1,0,0,0,0,12,0,5,0,6,0,0,0,0,0,11,1,0,0,0,56,5,21,1,0,0
2015,Aug 2015,53,3,1,0,0,0,0,10,0,5,0,9,0,0,0,0,0,4,1,0,0,0,44,8,21,1,0,0
2015,Sep 2015,57,4,1,0,0,0,0,10,0,5,0,8,0,0,0,0,0,8,1,0,0,0,49,7,21,1,0,0
2015,Oct 2015,57,2,2,0,0,0,0,12,0,4,0,9,0,0,0,0,0,9,1,0,0,1,47,7,19,1,0,0
2015,Nov 2015,56,3,2,0,0,0,0,11,0,4,0,9,0,0,0,0,0,11,1,0,0,1,46,7,16,1,0,0
2015,Dec 2015,58,2,2,0,0,0,0,14,0,3,0,10,0,0,0,0,0,10,1,0,0,1,47,8,17,1,0,0
2016,Jan 2016,56,5,2,1,0,0,0,14,0,2,0,12,0,0,0,0,0,6,1,0,0,1,43,9,15,1,0,0
2016,Feb 2016,58,5,2,1,0,0,0,13,0,2,0,11,0,0,0,0,1,8,1,0,0,0,47,8,16,2,0,0
2016,Mar 2016,56,4,2,0,0,0,0,11,0,3,0,11,0,0,0,0,0,9,1,0,0,2,43,9,15,1,0,0
2016,Apr 2016,54,5,1,0,0,0,0,9,0,3,0,11,0,0,0,0,0,5,1,0,1,1,42,9,19,1,0,0
2016,May 2016,55,3,2,0,0,0,0,9,0,3,0,11,0,0,0,0,0,9,1,0,2,0,44,7,19,1,0,0
2016,Jun 2016,52,4,0,0,0,0,0,8,0,2,0,10,0,0,0,0,0,8,1,0,2,1,41,8,18,1,0,0
2016,Jul 2016,49,6,0,0,0,0,0,10,0,2,0,8,0,0,0,0,0,9,1,0,2,0,41,6,13,1,0,0
2016,Aug 2016,47,6,2,0,0,0,0,9,0,1,0,9,0,0,0,0,0,9,1,0,1,0,38,6,12,1,0,0
2016,Sep 2016,49,9,1,0,0,0,0,11,0,1,0,7,0,0,0,0,0,7,1,0,0,0,42,6,13,1,0,0
2016,Oct 2016,51,9,2,0,0,0,0,12,0,1,0,8,0,0,0,0,0,6,1,0,0,1,42,6,13,1,0,0
2016,Nov 2016,51,10,2,0,0,0,0,11,0,1,0,9,0,0,0,0,1,6,1,0,0,0,42,7,12,1,0,0
2016,Dec 2016,51,9,2,0,0,0,0,11,0,1,0,11,0,0,0,0,1,5,1,0,1,1,39,8,11,1,0,0
2017,Jan 2017,45,9,1,0,0,0,0,11,0,1,2,11,0,0,0,0,0,3,1,0,1,0,34,9,7,1,0,0
2017,Feb 2017,45,10,1,0,0,0,0,11,0,2,0,9,0,0,0,0,1,4,1,0,1,0,36,7,7,1,0,0
2017,Mar 2017,46,10,2,0,0,0,0,10,0,2,0,10,0,0,0,0,1,5,1,0,1,0,36,7,7,1,0,0
2017,Apr 2017,43,9,2,0,0,0,0,10,0,2,0,8,0,0,0,0,0,7,1,0,1,0,35,5,6,1,0,0
2017,May 2017,40,7,1,0,0,0,0,8,0,2,0,7,0,0,0,0,0,8,1,0,1,0,33,5,7,1,0,0
2017,Jun 2017,44,7,2,0,0,0,0,9,0,4,0,7,0,0,0,0,1,5,1,0,1,0,37,4,11,0,0,0
2017,Jul 2017,44,6,2,0,0,0,0,9,0,4,0,7,0,0,0,0,1,2,1,0,1,0,37,4,15,0,0,0
2017,Aug 2017,44,5,2,0,0,0,0,8,0,2,0,9,1,0,0,0,1,6,1,0,0,0,35,6,13,0,0,0
2017,Sep 2017,47,4,2,0,0,0,0,8,0,3,0,7,1,0,0,0,4,7,1,0,0,0,40,4,14,0,0,0
2017,Oct 2017,48,6,3,0,0,0,0,7,0,2,0,9,1,0,0,0,1,6,1,0,1,0,39,4,17,0,0,0
2017,Nov 2017,50,7,3,0,0,0,0,5,0,2,0,9,1,0,0,0,4,9,1,0,2,0,41,3,14,0,0,0
2017,Dec 2017,45,7,3,0,0,0,0,4,0,1,0,12,1,0,0,0,2,8,1,0,2,0,33,6,11,0,0,0
2018,Jan 2018,43,6,4,0,0,0,0,3,0,1,0,13,1,0,0,0,4,2,1,0,3,0,30,5,14,0,0,0
2018,Feb 2018,48,7,4,0,0,0,0,3,0,1,0,14,1,0,0,0,4,6,1,0,3,1,33,6,12,0,0,0
2018,Mar 2018,47,7,4,0,0,0,0,5,0,2,0,14,1,0,0,0,3,2,1,0,4,0,33,5,14,0,0,0
2018,Apr 2018,51,7,3,0,0,0,0,5,0,2,0,14,1,0,0,0,2,5,1,0,4,1,36,6,15,0,0,0
2018,May 2018,47,7,4,0,0,0,0,2,0,3,0,14,1,0,0,0,0,4,1,0,3,1,32,6,16,0,0,0
2012,Jan 2012,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,0,0,0,7,1,3,0,0,0
2012,Feb 2012,10,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,1,2,0,0,0,9,1,3,0,0,0
2012,Mar 2012,12,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,2,0,0,0,10,2,4,0,0,0
2012,Apr 2012,13,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,1,1,2,0,0,0,11,2,4,0,0,0
2012,May 2012,15,1,0,0,0,0,0,6,0,0,0,2,0,0,0,0,1,0,2,0,0,0,13,2,5,0,0,0
2012,Jun 2012,15,1,0,0,0,0,0,6,0,0,0,2,0,0,0,0,1,0,2,0,0,0,13,2,4,1,0,0
2012,Jul 2012,16,1,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,2,2,0,0,0,14,2,4,1,0,0
2012,Aug 2012,17,1,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,2,2,0,0,0,15,2,5,1,0,0
2012,Sep 2012,18,1,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,3,2,0,0,0,16,2,5,1,0,0
2012,Oct 2012,20,1,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,2,2,0,0,0,18,2,6,2,0,0
2012,Nov 2012,21,1,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,2,2,0,0,0,18,3,6,2,0,0
2012,Dec 2012,23,1,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,2,0,0,0,20,3,7,2,0,0
2013,Jan 2013,19,1,0,1,0,0,0,7,0,0,0,3,0,0,1,0,0,1,2,0,0,0,16,2,5,1,0,0
2013,Feb 2013,18,1,0,2,0,0,0,8,0,0,0,4,0,0,1,0,0,0,2,0,0,0,14,2,4,0,0,0
2013,Mar 2013,19,1,0,2,0,0,0,6,0,0,0,6,0,0,0,0,0,1,2,0,0,0,13,4,4,1,0,0
2013,Apr 2013,18,1,0,2,0,0,0,6,0,0,0,6,0,0,0,0,0,1,2,0,0,0,12,4,4,0,0,0
2013,May 2013,20,1,0,2,0,0,0,6,0,0,0,6,0,0,0,0,0,2,2,0,0,0,14,4,4,1,0,0
2013,Jun 2013,18,1,0,1,0,0,0,6,0,1,0,4,0,0,0,0,0,1,2,0,0,1,13,3,4,0,0,0
2013,Jul 2013,16,1,1,0,0,0,0,5,0,1,0,3,0,0,0,0,0,0,2,0,0,1,12,2,3,2,0,0
2013,Aug 2013,18,1,2,0,0,0,0,4,0,1,0,5,0,0,1,0,0,1,2,0,0,0,13,3,3,2,0,0
2013,Sep 2013,20,1,2,0,0,0,0,3,0,1,0,7,0,0,1,0,0,2,2,0,0,0,13,5,4,1,0,0
2013,Oct 2013,20,1,3,0,0,0,0,5,0,1,0,8,0,0,0,0,0,0,2,0,0,0,12,5,4,1,0,0
2013,Nov 2013,18,1,2,0,0,0,0,5,0,1,0,6,0,0,0,0,0,0,2,0,0,0,12,4,3,2,0,0
2013,Dec 2013,17,1,3,0,0,0,0,4,0,1,0,6,0,0,0,0,0,0,2,0,0,0,11,3,4,1,0,0
2014,Jan 2014,17,0,3,0,0,0,0,3,0,1,0,7,0,0,0,0,0,0,2,0,0,0,10,4,5,1,0,0
2014,Feb 2014,17,0,3,0,0,0,0,2,0,1,0,8,0,0,0,0,0,0,2,0,1,0,9,4,5,1,0,0
2014,Mar 2014,17,0,3,0,0,0,0,1,0,0,0,7,0,0,0,0,0,3,2,0,1,0,10,3,5,1,0,0
2014,Apr 2014,19,0,3,0,0,0,0,1,0,0,0,7,0,0,0,0,0,3,2,0,1,0,12,3,7,1,0,0
2014,May 2014,20,0,3,0,0,0,0,1,0,0,0,8,0,0,0,0,0,3,2,0,1,0,12,4,8,0,0,0
2014,Jun 2014,20,0,2,0,0,0,0,2,0,0,0,6,0,0,0,0,0,3,2,0,2,0,14,2,9,0,0,0
2014,Jul 2014,21,1,1,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,2,0,2,0,16,2,8,0,0,0
2014,Aug 2014,22,1,1,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,2,0,0,0,17,4,8,0,0,0
2014,Sep 2014,21,2,1,0,0,0,0,6,0,1,0,5,0,0,0,0,0,0,2,0,0,0,16,4,7,0,0,0
2014,Oct 2014,21,2,1,0,0,0,0,6,0,1,0,4,0,0,0,0,0,1,2,0,0,0,17,3,7,0,0,0
2014,Nov 2014,22,2,1,0,0,0,0,6,0,1,0,4,0,0,0,0,1,1,2,0,0,0,18,3,7,0,0,0
2014,Dec 2014,23,3,1,0,0,0,0,5,0,1,0,5,0,0,0,0,0,0,2,0,1,0,18,3,9,0,0,0
2015,Jan 2015,25,2,1,0,0,0,0,4,0,1,0,5,0,0,0,0,0,1,2,0,1,0,20,3,11,1,0,0
2015,Feb 2015,24,2,0,0,0,0,0,3,0,2,0,4,0,0,0,0,0,1,2,0,1,0,20,3,11,1,0,0
2015,Mar 2015,25,2,0,0,0,0,0,2,0,2,0,5,0,0,0,0,1,1,2,0,2,0,20,3,11,1,0,0
2015,Apr 2015,25,2,0,0,0,0,0,2,0,2,0,5,0,0,0,0,0,1,2,0,2,0,20,3,11,2,0,0
2015,May 2015,23,1,0,0,0,0,0,3,0,2,0,4,0,0,0,0,0,1,2,0,3,0,19,1,10,2,0,0
2015,Jun 2015,20,1,0,0,0,0,0,2,0,2,0,3,0,0,0,0,1,0,2,0,2,0,17,1,8,3,0,0
2015,Jul 2015,20,1,0,0,0,0,0,2,0,2,0,3,0,0,0,0,1,2,2,0,2,0,17,1,7,2,0,0
2015,Aug 2015,20,0,0,0,0,0,0,3,0,2,0,5,0,0,0,0,1,2,2,0,3,0,15,2,6,1,0,0
2015,Sep 2015,18,0,0,0,0,0,0,4,0,2,0,5,0,0,0,0,1,0,2,0,3,0,13,2,5,1,0,0
2015,Oct 2015,13,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,2,0,2,0,2,0,9,2,2,1,0,0
2015,Nov 2015,12,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,2,0,2,0,9,1,4,1,0,0
2015,Dec 2015,12,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,2,0,4,0,7,1,4,0,0,0
2016,Jan 2016,11,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,2,0,1,0,9,1,5,0,0,0
2016,Feb 2016,11,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,2,0,1,0,9,1,4,0,0,0
2016,Mar 2016,11,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,2,0,0,0,10,1,4,0,0,0
2016,Apr 2016,10,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,2,2,0,0,0,9,1,4,0,0,0
2016,May 2016,11,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,3,2,0,0,0,10,1,4,0,0,0
2016,Jun 2016,11,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,2,0,1,0,9,1,5,1,0,0
2016,Jul 2016,11,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,2,0,1,0,9,1,5,1,0,0
2016,Aug 2016,9,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,0,0,0,8,1,3,1,0,0
2016,Sep 2016,11,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,0,0,0,10,1,3,2,0,0
2016,Oct 2016,14,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2,2,2,0,0,0,13,1,3,2,0,0
2016,Nov 2016,17,1,0,0,0,0,0,5,0,1,0,2,0,0,0,0,1,1,2,0,1,0,15,1,3,3,0,0
2016,Dec 2016,19,2,1,0,0,0,0,6,0,1,0,3,0,0,0,0,0,0,2,0,1,0,16,1,4,3,0,0
2017,Jan 2017,18,2,1,0,0,0,0,7,0,1,0,2,0,0,0,0,0,0,2,0,0,0,16,1,5,1,0,0
2017,Feb 2017,20,2,1,0,0,0,0,7,0,1,0,3,0,0,0,0,0,0,2,0,1,0,17,1,5,2,0,0
2017,Mar 2017,18,2,1,0,0,0,0,6,0,2,0,2,0,0,0,0,0,0,2,0,0,0,16,1,4,2,0,0
2017,Apr 2017,18,1,1,0,0,0,0,6,0,2,0,2,0,0,0,0,0,0,2,0,0,0,16,1,5,2,0,0
2017,May 2017,20,1,1,0,0,0,0,6,0,1,0,3,0,0,0,0,0,0,2,0,1,0,17,1,6,3,0,0
2017,Jun 2017,20,1,1,0,0,0,0,6,0,1,0,3,0,0,0,0,0,0,2,0,1,0,17,1,7,2,0,0
2017,Jul 2017,20,1,1,0,0,0,0,5,0,1,0,3,0,0,0,0,0,0,2,0,1,0,17,1,7,3,0,0
2017,Aug 2017,16,0,2,0,0,0,0,3,0,1,0,4,0,0,0,0,0,1,2,0,1,0,11,1,4,2,0,1
2017,Sep 2017,16,0,2,0,0,0,0,3,0,1,1,3,0,0,0,0,0,2,2,0,0,1,12,1,4,1,0,0
2017,Oct 2017,14,0,2,0,0,0,0,3,0,2,0,3,0,0,0,0,1,1,2,0,0,0,11,1,4,0,0,0
2017,Nov 2017,15,0,1,0,0,0,0,3,0,2,0,2,0,0,0,0,0,3,2,0,0,0,13,1,4,1,0,0
2017,Dec 2017,14,1,1,0,0,0,0,3,0,2,0,2,0,0,0,0,0,0,2,0,0,0,12,1,5,1,0,0
2018,Jan 2018,16,1,1,0,0,0,0,3,0,2,0,2,0,0,0,0,0,1,2,0,0,0,14,1,5,2,0,0
2018,Feb 2018,19,1,1,0,0,0,0,4,0,2,0,3,0,0,0,0,0,1,2,0,1,0,16,1,4,4,0,0
2018,Mar 2018,19,2,1,0,0,0,0,4,0,1,0,5,0,0,0,0,0,1,2,0,3,0,14,1,3,3,0,0
2018,Apr 2018,22,2,1,0,0,0,0,5,0,1,0,5,0,0,0,0,0,3,2,0,3,0,17,1,3,3,0,0
2018,May 2018,19,2,1,0,0,0,0,3,0,1,0,5,0,0,0,0,0,1,2,0,4,0,14,0,4,3,0,0
2012,Jan 2012,19,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,3,0,0,0,18,1,9,6,0,0
2012,Feb 2012,25,0,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,1,3,0,0,0,23,1,11,8,0,0
2012,Mar 2012,27,0,1,0,0,0,0,3,0,2,0,2,0,0,0,0,0,1,3,0,0,0,25,1,12,7,0,0
2012,Apr 2012,30,0,1,0,0,0,0,4,0,2,0,3,0,0,0,0,0,0,3,0,0,0,27,2,13,8,0,0
2012,May 2012,35,2,1,0,0,0,0,3,0,2,0,3,0,0,0,0,0,3,3,0,0,0,32,2,11,11,0,0
2012,Jun 2012,38,3,1,0,0,0,0,3,0,4,0,3,0,0,0,0,0,2,3,0,0,0,35,2,11,12,0,0
2012,Jul 2012,39,3,1,0,0,0,0,3,0,4,0,3,0,0,0,0,0,2,3,0,0,0,36,2,13,11,0,0
2012,Aug 2012,47,3,1,0,0,0,0,12,0,7,0,4,0,0,0,0,0,0,3,0,0,0,43,3,14,7,0,0
2012,Sep 2012,49,3,1,0,0,0,0,12,0,7,0,4,0,0,0,0,0,1,3,0,0,0,45,3,13,9,0,0
2012,Oct 2012,58,3,1,0,0,0,0,14,0,7,0,4,0,0,0,0,0,6,3,0,0,0,54,3,13,11,0,0
2012,Nov 2012,65,3,1,0,0,0,0,20,0,9,0,3,0,0,0,0,0,1,3,0,0,0,62,2,15,14,0,0
2012,Dec 2012,71,3,1,0,0,0,0,23,0,10,0,3,0,0,0,0,0,1,3,0,0,0,68,2,15,16,0,0
2013,Jan 2013,74,2,1,0,0,0,0,25,0,7,0,3,0,0,0,0,0,6,3,0,0,0,71,2,17,14,0,0
2013,Feb 2013,82,2,2,0,0,0,0,30,0,9,0,4,0,0,0,0,0,3,3,0,0,0,78,2,16,18,0,0
2013,Mar 2013,78,3,3,0,0,0,0,29,0,10,0,5,0,0,0,0,0,0,3,0,0,0,73,2,16,15,0,0
2013,Apr 2013,89,3,3,1,0,0,0,30,0,12,0,6,0,0,0,0,0,1,3,0,0,0,83,2,20,17,0,0
2013,May 2013,87,3,4,1,0,0,0,26,0,11,0,8,0,0,0,0,0,3,3,0,1,0,79,2,21,15,0,0
2013,Jun 2013,74,3,3,2,0,0,0,20,0,13,0,8,0,0,0,0,0,1,3,0,1,0,66,2,18,11,0,0
2013,Jul 2013,72,4,4,1,0,0,0,20,0,13,0,7,0,0,0,0,0,0,3,0,0,0,65,2,17,11,0,0
2013,Aug 2013,65,4,5,1,0,0,0,17,0,8,0,8,0,0,0,0,0,1,3,0,0,0,57,2,15,12,0,0
2013,Sep 2013,60,5,4,1,0,0,0,17,0,8,0,7,0,0,0,0,0,0,3,0,0,0,53,2,12,11,0,0
2013,Oct 2013,61,5,2,1,0,0,0,13,0,6,0,5,0,0,0,0,0,1,3,0,0,0,56,2,13,18,0,0
2013,Nov 2013,64,5,2,1,0,0,0,16,0,7,0,6,0,0,0,0,0,2,3,0,1,0,58,2,11,17,0,0
2013,Dec 2013,62,5,2,1,0,0,0,15,0,7,0,6,0,0,0,0,0,2,3,0,1,0,56,2,15,12,0,0
2014,Jan 2014,63,5,1,1,0,0,0,15,0,6,0,5,0,0,0,0,0,4,3,0,1,0,58,2,16,12,0,0
2014,Feb 2014,70,6,1,1,0,0,0,16,0,8,0,5,0,0,0,0,0,1,3,0,1,0,65,2,18,16,0,0
2014,Mar 2014,72,8,1,1,0,0,0,16,0,9,0,5,0,0,0,0,0,0,3,0,1,0,67,2,18,16,0,0
2014,Apr 2014,72,8,1,0,0,0,0,18,0,10,0,2,0,0,0,0,0,1,3,0,0,0,70,1,18,15,0,0
2014,May 2014,75,8,1,0,0,0,0,15,0,11,0,2,0,0,0,0,0,6,3,0,0,0,73,1,18,15,0,0
2014,Jun 2014,78,5,1,0,0,0,0,18,0,12,0,2,0,0,0,0,0,4,3,0,0,0,76,1,21,16,0,0
2014,Jul 2014,72,5,1,0,0,0,0,20,0,12,0,2,0,0,0,0,0,1,3,0,0,0,70,1,18,14,0,0
2014,Aug 2014,66,2,0,0,0,0,0,14,0,9,0,3,0,0,0,0,0,2,3,0,2,0,63,1,17,19,0,0
2014,Sep 2014,66,2,0,0,0,0,0,14,0,12,0,4,0,0,0,0,0,2,3,0,3,0,62,1,15,17,0,0
2014,Oct 2014,73,2,0,0,0,0,0,14,0,12,0,4,0,0,0,0,0,4,3,0,3,1,68,1,17,19,0,0
2014,Nov 2014,80,3,0,0,0,0,0,19,0,11,0,3,0,0,0,0,0,3,3,0,2,0,77,1,17,24,0,0
2014,Dec 2014,78,2,0,0,0,0,0,20,0,12,0,3,0,0,0,0,0,1,3,0,2,1,74,1,18,21,0,0
2015,Jan 2015,69,1,0,0,0,0,0,17,0,9,0,2,0,0,0,0,0,3,3,0,2,0,67,0,19,18,0,0
2015,Feb 2015,70,1,0,1,0,0,0,19,0,9,0,2,0,0,0,0,0,0,3,0,1,0,68,0,21,18,0,0
2015,Mar 2015,72,1,0,0,0,0,0,17,0,7,0,1,0,0,0,0,0,1,3,0,1,0,71,0,22,23,0,0
2015,Apr 2015,73,2,0,0,0,0,0,17,0,7,1,1,0,0,0,0,1,0,3,0,1,0,72,0,23,21,0,0
2015,May 2015,72,2,0,0,0,0,0,14,0,6,0,1,0,0,0,0,1,2,3,0,1,0,71,0,23,23,0,0
2015,Jun 2015,62,3,1,0,0,0,0,17,0,4,0,1,0,0,0,0,1,0,3,0,0,0,61,0,17,19,0,0
2015,Jul 2015,60,4,1,0,0,0,0,15,0,5,0,1,0,0,0,0,1,0,3,0,0,0,59,0,19,15,0,0
2015,Aug 2015,52,2,1,0,0,0,0,14,0,2,1,1,0,0,0,0,1,3,3,0,0,1,50,0,18,9,0,0
2015,Sep 2015,57,3,1,0,0,0,0,19,0,2,1,1,0,0,0,0,2,3,3,0,0,0,56,0,15,11,0,0
2015,Oct 2015,60,3,1,0,0,0,0,21,0,3,0,2,0,0,0,0,1,1,3,0,1,0,58,0,16,13,0,0
2015,Nov 2015,63,4,1,0,0,0,0,20,0,7,0,1,0,0,0,0,1,2,3,0,0,1,61,0,13,14,0,0
2015,Dec 2015,64,3,1,0,0,0,0,19,0,8,0,1,0,0,0,0,1,2,3,0,0,0,63,0,13,17,0,0
2016,Jan 2016,59,3,0,0,0,0,0,18,0,9,0,1,0,0,0,0,1,1,3,0,1,0,58,0,9,17,0,0
2016,Feb 2016,68,3,0,0,0,0,0,19,0,10,0,1,0,0,0,0,1,3,3,0,1,0,67,0,10,21,0,0
2016,Mar 2016,72,3,0,0,0,0,0,18,0,9,1,1,0,0,0,0,1,1,3,0,1,0,71,0,14,24,0,0
2016,Apr 2016,75,3,0,0,0,0,0,21,0,10,1,1,0,0,0,0,1,1,3,0,1,0,74,0,16,21,0,0
2016,May 2016,76,2,0,0,0,0,0,16,0,13,0,1,0,0,0,0,0,1,3,0,1,0,75,0,22,21,0,0
2016,Jun 2016,69,1,0,0,0,0,0,16,0,8,0,1,0,0,0,0,0,0,3,0,1,0,68,0,22,21,0,0
2016,Jul 2016,73,2,1,0,0,0,0,19,0,8,0,3,0,0,0,0,0,0,3,0,1,0,70,1,22,19,0,0
